gene,Relative.Growth.Rate,phenotype,lower,upper,variance,timesAnalysed
PBANKA_121590,1.023092662,Dispensable,0.85029644,1.195888885,0.007464634,1
PBANKA_121620,0.1,Essential,-1.137503301,1.57241854,0.458979774,2
PBANKA_121630,1.028311551,Dispensable,0.86102901,1.195594093,0.006995862,1
PBANKA_121650,0.328481933,Slow,0.146138407,0.510825458,0.00831229,2
PBANKA_121660,0.164171939,Essential,0.081642306,0.246701572,0.001702785,2
PBANKA_121680,1.015007146,Dispensable,0.878212803,1.151801489,0.004678173,1
PBANKA_121690,0.979201939,Dispensable,0.88429041,1.074113468,0.00225205,1
PBANKA_121710,0.85375494,Slow,0.744795003,0.962714877,0.002968067,1
PBANKA_121730,0.120846807,Essential,0.041357529,0.200336084,0.001579636,2
PBANKA_121760,0.083834539,Essential,-0.020704802,0.188373879,0.002732118,2
PBANKA_121770,0.915220529,Dispensable,0.789454591,1.040986467,0.003954268,1
PBANKA_121780,0.122104101,Essential,0.037885227,0.206322975,0.001773205,3
PBANKA_121790,0.018660042,Essential,-0.034521415,0.071841499,0.000707067,2
PBANKA_121800,1.001833269,Dispensable,0.922146029,1.08152051,0.001587514,1
PBANKA_121810,0.901936216,Dispensable,0.727802805,1.076069626,0.007580611,1
PBANKA_121820,0.261748287,Essential,-0.008679137,0.53217571,0.018282748,2
PBANKA_121830,1.025662897,Dispensable,0.870193584,1.18113221,0.006042677,1
PBANKA_121840,0.105693393,Essential,-0.008717243,0.220104029,0.003272448,3
PBANKA_121880,0.106307417,Essential,-0.05093661,0.263551443,0.006181421,3
PBANKA_121920,0.061408188,Essential,0.014325303,0.108491074,0.0005542,2
PBANKA_121940,0.114707664,Essential,0.029158621,0.200256707,0.00182966,2
PBANKA_121950,0.213869681,Essential,0.074665994,0.353073369,0.004844417,3
PBANKA_121960,1.015648622,Dispensable,0.892754899,1.138542344,0.003775717,1
PBANKA_121970,1.054471076,Dispensable,0.984784077,1.124158074,0.001214069,1
PBANKA_121990,0.100640425,Essential,0.033546727,0.167734123,0.001125391,2
PBANKA_122010,0.1,Essential,-0.656698164,1.150855502,0.204203141,2
PBANKA_122030,1.094371674,Dispensable,0.916940879,1.271802469,0.007870422,1
PBANKA_122090,0.834277029,Dispensable,0.666500599,1.002053458,0.007037233,1
PBANKA_122100,1.035036134,Dispensable,0.930394583,1.139677685,0.002737464,1
PBANKA_122140,0.157596281,Essential,0.015285571,0.299906991,0.005063085,2
PBANKA_122150,0.052063491,Essential,0.020944995,0.083181987,0.00024209,2
PBANKA_122160,0.108739713,Essential,0.012642364,0.204837061,0.002308675,2
PBANKA_122180,0.105509925,Essential,0.015655166,0.195364684,0.002018469,1
PBANKA_122200,0.787855939,Slow,0.690331013,0.885380865,0.002377778,2
PBANKA_122210,0.842160559,Dispensable,0.279920906,1.404400213,0.079028357,2
PBANKA_122230,0.903839387,Dispensable,0.759733598,1.047945176,0.00519162,1
PBANKA_122250,0.364317886,Essential,0.041681084,0.686954689,0.026023627,2
PBANKA_122260,0.012202169,Essential,-0.04017754,0.064581878,0.000685908,2
PBANKA_122270,0.754279668,Slow,0.588972426,0.91958691,0.006831621,2
PBANKA_122300,0.991863631,Dispensable,0.84676847,1.136958792,0.005263151,1
PBANKA_122310,0.210733579,Essential,0.029090832,0.392376325,0.008248522,2
PBANKA_122320,0.576106113,Slow,0.460042821,0.692169404,0.003367672,1
PBANKA_122350,0.076089735,Essential,-0.0129418,0.16512127,0.001981654,3
PBANKA_122360,0.08832777,Essential,-0.028688413,0.205343952,0.003423197,1
PBANKA_122370,0.075239742,Essential,-0.001395702,0.151875187,0.001468248,1
PBANKA_122390,0.196543031,Essential,-0.109666108,0.502752169,0.023441009,1
PBANKA_122400,0.011137947,Essential,-0.112100343,0.134376238,0.003796919,2
PBANKA_122410,0.754402741,Slow,0.636680113,0.87212537,0.003464654,2
PBANKA_122440,0.062820914,Essential,-0.036557322,0.162199151,0.002469008,3
PBANKA_122470,0.193440719,Essential,-0.022745788,0.409627226,0.011684151,2
PBANKA_122480,0.353639458,Essential,-0.049778301,0.757057217,0.040686472,1
PBANKA_122500,0.298143221,Slow,0.186662684,0.409623758,0.003106978,4
PBANKA_122510,0.901813211,Dispensable,0.685997133,1.117629289,0.011644145,2
PBANKA_122520,0.960844393,Dispensable,0.861933363,1.059755422,0.002445848,1
PBANKA_122540,0.985229429,Dispensable,0.8633778,1.107081058,0.003711955,2
PBANKA_122550,0.984532884,Dispensable,0.865292005,1.103773763,0.003554597,2
PBANKA_122560,1.025235495,Dispensable,0.945764476,1.104706515,0.001578911,1
PBANKA_122570,0.127062959,Essential,0.054901645,0.199224272,0.001301814,2
PBANKA_122580,0.477344365,Essential,0.013196446,0.941492284,0.053858323,2
PBANKA_122620,0.1,Essential,NA,NA,Inf,2
PBANKA_122650,0.35649452,Slow,0.2434035,0.469585539,0.003197395,1
PBANKA_122670,0.503931805,Slow,0.344959973,0.662903637,0.006318011,3
PBANKA_122680,0.782005822,Slow,0.587521228,0.976490417,0.009456064,2
PBANKA_122740,0.213552616,Essential,-0.031060393,0.458165625,0.014958881,2
PBANKA_122750,1.025854176,Dispensable,0.884328778,1.167379573,0.00500736,2
PBANKA_122760,0.193596576,Essential,-0.035523508,0.42271666,0.013124003,4
PBANKA_122770,0.359895937,Slow,0.184078665,0.535713209,0.007727928,2
PBANKA_122780,0.053249761,Essential,-0.014468595,0.120968118,0.001146444,2
PBANKA_122810,0.165516967,Essential,-0.096942882,0.427976816,0.017221293,2
PBANKA_122820,0.960777891,Dispensable,0.790574545,1.130981236,0.007242295,1
PBANKA_122840,0.611326593,Slow,0.480386103,0.742267083,0.004286353,2
PBANKA_122850,0.073572117,Essential,-0.024620834,0.171765067,0.002410464,2
PBANKA_122960,0.784958133,Slow,0.617790545,0.952125721,0.006986251,2
PBANKA_122990,1.030826252,Dispensable,0.913814227,1.147838277,0.003422954,1
PBANKA_123000,0.280055297,Slow,0.105257807,0.454852787,0.007638541,3
PBANKA_123005,0.084640733,Essential,-0.038230657,0.207512122,0.003774345,2
PBANKA_123030,0.899946472,Dispensable,0.720427282,1.079465661,0.008056785,2
PBANKA_123060,0.073492778,Essential,-0.106938303,0.253923859,0.008138844,2
PBANKA_123070,0.889386232,Dispensable,0.666487079,1.112285384,0.012421008,2
PBANKA_123100,0.200982464,Essential,-0.050040905,0.452005833,0.015753183,2
PBANKA_123110,0.239288931,Slow,0.158459188,0.320118674,0.001633362,2
PBANKA_123140,0.357062982,Slow,0.123896913,0.590229052,0.013591604,2
PBANKA_123150,0.828978872,Slow,0.680487639,0.977470104,0.005512412,1
PBANKA_123160,0.84043309,Dispensable,0.631130065,1.049736116,0.010951939,2
PBANKA_123180,0.078689163,Essential,-0.037880667,0.195258994,0.003397131,2
PBANKA_123190,0.055142862,Essential,-0.012438941,0.122724666,0.001141825,2
PBANKA_123200,1.081950271,Dispensable,0.978094524,1.185806018,0.002696504,1
PBANKA_123220,0.10254597,Essential,-0.008293963,0.213385903,0.003071373,2
PBANKA_123230,0.979190515,Dispensable,0.879728545,1.078652486,0.002473171,1
PBANKA_123240,1.011680581,Dispensable,0.885791256,1.137569905,0.00396203,1
PBANKA_123250,0.103392285,Essential,-0.02298871,0.229773281,0.003993039,3
PBANKA_123270,0.1,Essential,NA,NA,Inf,2
PBANKA_123280,1.04405666,Dispensable,0.821770407,1.266342913,0.012352795,2
PBANKA_123290,0.046330586,Essential,0.006446249,0.086214922,0.00039769,2
PBANKA_123310,0.1,Essential,NA,NA,Inf,2
PBANKA_123320,1.055517791,Dispensable,0.895285367,1.215750215,0.006418607,1
PBANKA_123330,0.101119465,Essential,0.000102757,0.202136173,0.002551094,3
PBANKA_123340,1.043034077,Dispensable,0.940549004,1.145519149,0.002625798,2
PBANKA_123360,0.977949181,Dispensable,0.82434046,1.131557902,0.00589891,1
PBANKA_123380,0.654403013,Slow,0.531960138,0.776845888,0.003748064,2
PBANKA_123390,0.075378519,Essential,0.044580424,0.106176614,0.000237131,2
PBANKA_123400,0.050052713,Essential,-0.100237703,0.200343129,0.005646802,2
PBANKA_123420,0.021659317,Essential,-0.035804432,0.079123066,0.000825521,2
PBANKA_123430,0.883549476,Dispensable,0.748325558,1.018773393,0.004571377,2
PBANKA_123460,0.1,Essential,-0.048314496,0.961003558,0.063670183,2
PBANKA_123490,1.000391982,Dispensable,0.923947911,1.076836053,0.001460924,1
PBANKA_123510,0.098530147,Essential,-0.062321049,0.259381342,0.006468277,2
PBANKA_123550,0.062030241,Essential,-0.005267503,0.129327984,0.001132247,2
PBANKA_123560,0.778163548,Slow,0.662832213,0.893494883,0.003325329,2
PBANKA_123590,0.740956862,Slow,0.525546508,0.956367217,0.011600405,2
PBANKA_123640,0.838345425,Dispensable,0.649974715,1.026716135,0.008870881,2
PBANKA_123690,0.059904396,Essential,-0.018726335,0.138535128,0.001545698,2
PBANKA_123720,0.078589819,Essential,0.033127062,0.124052575,0.000516716,2
PBANKA_123730,0.955317281,Dispensable,0.8947229,1.015911662,0.00091792,2
PBANKA_123740,0.995524261,Dispensable,0.922692281,1.06835624,0.001326124,1
PBANKA_123750,0.119236593,Essential,-0.057749737,0.296222924,0.00783104,2
PBANKA_123780,0.38679719,Essential,-0.016053645,0.789648025,0.040572199,3
PBANKA_123800,0.107542162,Essential,0.058022478,0.157061846,0.00061305,2
PBANKA_123820,0.779773075,Slow,0.709403518,0.850142632,0.001237969,3
PBANKA_123830,1.084382115,Dispensable,0.979739866,1.189024365,0.0027375,2
PBANKA_123880,0.791912857,Dispensable,0.143073367,1.440752348,0.105248171,3
PBANKA_123950,0.054815359,Essential,-0.013881109,0.123511827,0.001179801,2
PBANKA_123960,1.018059452,Dispensable,0.92451,1.111608905,0.002187875,1
PBANKA_123970,0.23768104,Essential,-0.22204315,0.697405231,0.052836583,2
PBANKA_123980,0.153951729,Essential,0.054446114,0.253457345,0.002475342,2
PBANKA_124000,0.067424057,Essential,0.007388801,0.127459313,0.000901058,2
PBANKA_124020,0.954494508,Dispensable,0.871975079,1.037013937,0.001702364,1
PBANKA_124060,0.272964693,Essential,0.068741854,0.477187533,0.010426742,3
PBANKA_124080,0.110928285,Essential,0.038536488,0.183320083,0.001310143,2
PBANKA_124100,0.878469863,Dispensable,0.734603977,1.022335749,0.005174348,2
PBANKA_124120,0.96906394,Dispensable,0.867973724,1.070154155,0.002554808,1
PBANKA_124180,0.061395082,Essential,-0.080312302,0.203102466,0.005020246,3
PBANKA_124190,0.063980611,Essential,0.014785318,0.113175905,0.000605044,2
PBANKA_124200,0.867212275,Dispensable,0.63259286,1.10183169,0.013761567,2
PBANKA_124210,0.058379914,Essential,0.003848323,0.112911505,0.000743424,2
PBANKA_124220,0.705831966,Dispensable,0.142695645,1.268968288,0.079280629,2
PBANKA_124240,0.896388031,Dispensable,0.701845081,1.090930981,0.00946174,1
PBANKA_124250,0.174096096,Essential,-0.040509803,0.388701994,0.011513923,2
PBANKA_124270,0.1,Essential,NA,NA,Inf,2
PBANKA_124300,0.095795952,Essential,0.012406649,0.179185255,0.001738444,2
PBANKA_124340,0.255145215,Essential,-0.324555116,0.834845547,0.084013119,2
PBANKA_124360,0.084764974,Essential,0.014283445,0.155246503,0.001241911,2
PBANKA_124370,0.288345491,Essential,0.048813838,0.527877144,0.014343853,2
PBANKA_124380,0.911080497,Dispensable,0.779019622,1.043141371,0.004360019,1
PBANKA_124390,0.1,Essential,NA,NA,Inf,2
PBANKA_124400,0.917391897,Dispensable,0.757046742,1.077737053,0.006427642,1
PBANKA_124410,0.367199646,Insufficient data,-0.416378474,1.150777767,0.153498668,2
PBANKA_124430,0.997817149,Dispensable,0.91548436,1.080149938,0.001694672,1
PBANKA_124440,1.05686149,Dispensable,0.906628113,1.207094868,0.005642517,1
PBANKA_124450,0.189034141,Essential,0.030777893,0.34729039,0.00626126,2
PBANKA_124460,0.137466006,Essential,0.06792122,0.207010792,0.001209119,3
PBANKA_124480,0.210881181,Essential,-0.019930227,0.44169259,0.013318477,2
PBANKA_124490,1.002149577,Dispensable,0.923140174,1.08115898,0.001560621,2
PBANKA_124570,0.93547947,Dispensable,0.743712866,1.127246074,0.009193608,2
PBANKA_124580,0.1,Essential,-0.023380154,1.317148608,0.112313585,2
PBANKA_124660,0.964755773,Dispensable,0.771899484,1.157612062,0.009298387,1
PBANKA_124670,0.826862785,Dispensable,0.637470153,1.016255417,0.008967392,2
PBANKA_130050,0.945702496,Dispensable,0.863642183,1.02776281,0.001683474,1
PBANKA_130070,0.931701386,Dispensable,0.813405702,1.049997071,0.003498467,1
PBANKA_130080,0.494786665,Slow,0.159950906,0.829622425,0.028028746,1
PBANKA_130090,0.073239203,Essential,0.027772405,0.118706001,0.000516807,3
PBANKA_130110,0.105574246,Essential,0.066062531,0.14508596,0.000390294,2
PBANKA_130140,0.1,Essential,NA,NA,Inf,2
PBANKA_130150,0.168038681,Slow,0.123648587,0.212428774,0.00049262,2
PBANKA_130180,0.023356467,Essential,-0.036407768,0.083120703,0.000892941,2
PBANKA_130190,0.883964413,Dispensable,0.675114273,1.092814553,0.010904595,2
PBANKA_130200,0.1,Essential,-0.26940006,0.962022609,0.094775112,2
PBANKA_130220,0.118755294,Essential,-0.029759914,0.267270501,0.005514192,1
PBANKA_130230,1.006396792,Dispensable,0.868658371,1.144135212,0.004742968,1
PBANKA_130240,0.009045626,Essential,-0.188443236,0.206534488,0.009750463,2
PBANKA_130260,0.1,Essential,0.049020173,0.971184254,0.053149162,2
PBANKA_130280,0.994254829,Dispensable,0.901060906,1.087448752,0.002171277,1
PBANKA_130300,0.892921247,Dispensable,0.748960604,1.03688189,0.005181167,2
PBANKA_130310,1.075123347,Dispensable,0.939735481,1.210511213,0.004582469,1
PBANKA_130340,0.925295901,Dispensable,0.807897844,1.042693959,0.003445576,2
PBANKA_130360,0.057742496,Essential,-0.074792394,0.190277387,0.004391374,2
PBANKA_130370,0.073606849,Essential,-0.054825756,0.202039453,0.004123733,2
PBANKA_130380,0.123306613,Essential,-0.011244821,0.257858047,0.004526022,3
PBANKA_130390,0.159565908,Essential,-0.065013771,0.384145587,0.012609008,2
PBANKA_130400,0.346078371,Essential,2.51E-05,0.692131618,0.029938212,2
PBANKA_130410,0.106917633,Essential,0.017688278,0.196146989,0.001990469,2
PBANKA_130420,0.100235156,Essential,0.051254312,0.149216,0.000599781,2
PBANKA_130430,0.127246654,Essential,0.049546822,0.204946486,0.001509316,3
PBANKA_130440,0.996052127,Dispensable,0.858455116,1.133649139,0.004733234,1
PBANKA_130450,0.91853391,Dispensable,0.767722707,1.069345113,0.005686005,2
PBANKA_130460,0.088432825,Essential,-0.072265689,0.249131338,0.006456003,2
PBANKA_130470,0.516097165,Slow,0.426816133,0.605378196,0.001992776,2
